x,y,z
3.0,0.0,0.0
2.9378862916318282,0.5662311713983462,0.2511479871810792
2.7553484012130722,1.1030751026348502,0.4861967361004687
2.4634998690793144,1.5831952331165684,0.690079011482112
2.0799026145724557,1.9831831372768007,0.8497254299495144
1.6272163960954655,2.2851056907868528,0.9549022414440739
1.1314800108530978,2.4775956278965348,0.998867339183008
0.6201762965933318,2.556401512957085,0.9788024462147787
0.12025022946746039,2.524362978347636,0.8959937742913359
-0.3437493969382281,2.3908295709103795,0.7557495743542584
-0.7512490690609066,2.1705916352076233,0.5670598638627709
-1.0868240888334648,1.882434540749313,0.3420201433256689
-1.3408809962094292,1.5474591613392694,0.09505604330418244
-1.509811515640064,1.187328899452591,-0.15800139597335008
-1.595631470612603,0.8226051963207284,-0.40093053540661383
-1.6051665345315245,0.4713194201165231,-0.6181589862206053
-1.548888000544982,0.1479008714505688,-0.7957618405308321
-1.4395319742175665,-0.13745863703045266,-0.9223542941045814
-1.2906516743124612,-0.3789695247333987,-0.9898214418809327
-1.115253435815733,-0.574953106912807,-0.9938384644612541
-0.9246526635854954,-0.7271548918908914,-0.9341478602651068
-0.7276580336278206,-0.839762136716582,-0.814575952050336
-0.5301536896070462,-0.9182531262195033,-0.6427876096865396
-0.33510409287908677,-0.9682196902239525,-0.4297949120891719
-0.14295925087998473,-0.9943034300085907,-0.18925124436040974
0.04760587130168649,-0.9993702265531071,0.06342391965656491
0.23872032974389618,-0.9840186016188215,0.31203344569848745
0.4322422398944881,-0.946478482591441,0.5406408174555979
0.6287187784923123,-0.8829119852065792,0.7345917086575334
0.8265162759224194,-0.7880816772909828,0.8814533634475821
1.0212371227171093,-0.6563092472059522,0.9718115683235418
1.2055090744695462,-0.4826130319716708,0.9998741276738751
1.3691918633846492,-0.26389010183329764,0.963842158559942
1.5000000000000004,9.648735898059822e-16,0.8660254037844383
1.5844940285597628,0.3053861929308166,0.7126941713788629
1.6093501224138176,0.6442865993554443,0.5136773915734056
1.5627842051906633,1.004340424411064,0.2817325568414299
1.4359853381355454,1.3692092543248897,0.03172793349806701
1.224406282839412,1.7194380363085826,-0.22031053278654034
0.928767827263731,2.033717861639135,-0.45822652172741085
0.5556569867193354,2.2904492953653435,-0.6667690005162913
0.1176353941733059,2.469470830197305,-0.8325698546347716
-0.36718038182149587,2.5537956503666264,-0.9450008187146683
-0.8760546179645361,2.5311935868564355,-0.9968547759519424
-1.3830222215594867,2.395464755737817,-0.9848077530122081
-1.8606253738344616,2.147276148069697,-0.9096319953545183
-2.2818543892311642,1.7944701259801497,-0.7761464642917573
-2.6221277855012053,1.3518008271309259,-0.5929079290546404
-2.8611396328430003,0.8401063961986517,-0.3716624556603267
-2.9844115606759587,0.2849767513440768,-0.1265924535737493
-2.9844115606759587,-0.28497675134407463,0.12659245357375007
-2.8611396328429994,-0.8401063961986543,0.3716624556603274
-2.622127785501204,-1.3518008271309285,0.5929079290546411
-2.2818543892311656,-1.7944701259801483,0.7761464642917566
-1.8606253738344596,-2.1472761480696994,0.9096319953545187
-1.3830222215594885,-2.395464755737816,0.984807753012208
-0.8760546179645381,-2.531193586856434,0.9968547759519423
-0.36718038182149554,-2.553795650366627,0.9450008187146687
0.11763539417330626,-2.4694708301973045,0.8325698546347712
0.5556569867193338,-2.2904492953653444,0.6667690005162921
0.9287678272637327,-2.033717861639134,0.4582265217274102
1.2244062828394109,-1.7194380363085837,0.22031053278654128
1.4359853381355465,-1.369209254324888,-0.03172793349806781
1.562784205190663,-1.0043404244110654,-0.28173255684142895
1.609350122413818,-0.6442865993554426,-0.5136773915734063
1.5844940285597628,-0.30538619293081926,-0.7126941713788623
1.4999999999999993,1.9297471796119632e-15,-0.8660254037844395
1.3691918633846485,0.263890101833299,-0.9638421585599423
1.2055090744695465,0.4826130319716711,-0.9998741276738751
1.02123712271711,0.6563092472059515,-0.971811568323542
0.8265162759224187,0.7880816772909827,-0.8814533634475813
0.6287187784923114,0.8829119852065797,-0.7345917086575329
0.43224223989448884,0.9464784825914406,-0.540640817455598
0.23872032974389604,0.9840186016188215,-0.31203344569848834
0.047605871301685435,0.9993702265531073,-0.06342391965656323
-0.14295925087998576,0.9943034300085906,0.18925124436041055
-0.3351040928790861,0.9682196902239528,0.4297949120891711
-0.5301536896070446,0.9182531262195041,0.6427876096865381
-0.7276580336278218,0.8397621367165808,0.8145759520503364
-0.9246526635854948,0.7271548918908921,0.9341478602651068
-1.1152534358157327,0.5749531069128067,0.993838464461254
-1.2906516743124623,0.37896952473339746,0.9898214418809325
-1.4395319742175672,0.13745863703045186,0.922354294104581
-1.548888000544982,-0.14790087145056904,0.7957618405308322
-1.6051665345315242,-0.47131942011652184,0.618158986220606
-1.595631470612602,-0.8226051963207318,0.4009305354066122
-1.5098115156400647,-1.1873288994525908,0.15800139597334928
-1.3408809962094277,-1.5474591613392708,-0.09505604330418234
-1.0868240888334681,-1.88243454074931,-0.34202014332566755
-0.7512490690609007,-2.1705916352076264,-0.5670598638627719
-0.3437493969382277,-2.3908295709103795,-0.7557495743542586
0.12025022946745517,-2.5243629783476353,-0.8959937742913356
0.6201762965933286,-2.5564015129570854,-0.9788024462147784
1.1314800108530985,-2.477595627896535,-0.998867339183008
1.6272163960954678,-2.285105690786851,-0.9549022414440739
2.079902614572453,-1.9831831372768036,-0.8497254299495147
2.46349986907932,-1.5831952331165609,-0.6900790114821107
2.755348401213073,-1.103075102634848,-0.48619673610046793
2.9378862916318274,-0.5662311713983514,-0.2511479871810793
3.0,-2.204364238465236e-15,-9.797174393178826e-16
